id,month,rainfallavg,temperature_maxavg,temperature_minavg,temperature_diffavg
281,1,102.9514286,29.79156682,17.51746544,12.27410138
282,1,102.9514286,29.79156682,17.51746544,12.27410138
283,1,95.96,30.0718894,17.75341014,12.31847926
286,1,95.96,30.0718894,17.75341014,12.31847926
287,1,83.2,30.0718894,17.75341014,12.31847926
288,1,94.46857143,30.29147465,17.85331797,12.43815668
289,1,90.20285714,30.09345622,17.41271889,12.68073733
290,1,96.82714286,30.09345622,17.41271889,12.68073733
291,1,110.2542857,31.17336406,17.85050691,13.32285714
292,1,102.3185714,29.53331797,17.13456221,12.39875576
293,1,97.68571429,30.10612903,17.14451613,12.9616129
294,1,88.59,31.06221198,18.91023041,12.15198157
295,1,92.03285714,31.40520737,18.52059908,12.88460829
296,1,97.14714286,24.87290323,13.66843318,11.20447005
297,1,103.3742857,28.78018433,17.39165899,11.38852535
298,1,174.01,26.16230415,15.11852535,11.0437788
299,1,106.4442857,29.11861751,18.41156682,10.70705069
300,1,93.53571429,31.24815668,19.68202765,11.56612903
301,1,114.0671429,31.17207373,20.83599078,10.33608295
312,1,72.31857143,29.89364055,17.15875576,12.73488479
313,1,100.41,29.7278341,17.45036866,12.27746544
314,1,103.5842857,29.81981567,17.51331797,12.3064977
318,1,103.5842857,29.79156682,17.51746544,12.27410138
319,1,103.5842857,29.79156682,17.51746544,12.27410138
320,1,103.5842857,29.79156682,17.51746544,12.27410138
321,1,103.5842857,29.79156682,17.51746544,12.27410138
322,1,103.5842857,29.68631336,17.4235023,12.26281106
323,1,103.5842857,29.68631336,17.4235023,12.26281106
324,1,103.5842857,29.68631336,17.4235023,12.26281106
325,1,103.3042857,29.68631336,17.4235023,12.26281106
326,1,97.82142857,29.89483871,17.39654378,12.49829493
327,1,119.7114286,28.90437788,16.65737327,12.24700461
328,1,115.0328571,30.57797235,17.89953917,12.67843318
329,1,100.0828571,29.89963134,17.96714286,11.93248848
330,1,104.9585714,28.66470046,17.17294931,11.49175115
331,1,100.3857143,30.17576037,17.64248848,12.53327189
332,1,91.74142857,27.95290323,16.46493088,11.48797235
333,1,104.9514286,30.44032258,18.34285714,12.09746544
334,1,120.0414286,24.85105991,13.64529954,11.20576037
335,1,132.9242857,24.20036866,13.36253456,10.8378341
336,1,172.5614286,25.77502304,16.79608295,8.978940092
337,1,142.5471429,27.84267281,18.02050691,9.822165899
338,1,128.2085714,30.55857143,20.62442396,9.934147465
339,1,104.9571429,30.91654378,20.51520737,10.40133641
350,1,68.46285714,29.89364055,17.15875576,12.73488479
351,1,69.48857143,29.89364055,17.15875576,12.73488479
352,1,100.7542857,29.8216129,17.46248848,12.35912442
356,1,100.7542857,29.8216129,17.46248848,12.35912442
357,1,100.7542857,29.8216129,17.46248848,12.35912442
358,1,100.7542857,29.8216129,17.46248848,12.35912442
359,1,100.7542857,29.71456221,17.41935484,12.29520737
360,1,100.7542857,29.68631336,17.4235023,12.26281106
361,1,100.7542857,29.68631336,17.4235023,12.26281106
362,1,100.7542857,29.61658986,16.56778802,13.04880184
363,1,89.73142857,29.61658986,16.56778802,13.04880184
364,1,106.3071429,29.89483871,17.39654378,12.49829493
365,1,130.71,26.94304147,15.29211982,11.65092166
366,1,122.5342857,29.25617512,16.68539171,12.57078341
367,1,125.0128571,28.74884793,15.92225806,12.82658986
368,1,130.7414286,28.72271889,16.02640553,12.69631336
369,1,131.2071429,27.74304147,16.10179724,11.64124424
370,1,120.7528571,27.21451613,15.36640553,11.8481106
371,1,122.2985714,25.67276498,13.02322581,12.64953917
372,1,111.0428571,24.02995392,12.60115207,11.42880184
373,1,127.4328571,23.68682028,12.78373272,10.90308756
374,1,148.8028571,25.27866359,16.08456221,9.194101382
375,1,133.2914286,29.22709677,18.54562212,10.68147465
376,1,145.3571429,30.41921659,20.03940092,10.37981567
377,1,123.1085714,31.12986175,20.56253456,10.56732719
387,1,60.39571429,28.47534562,15.77663594,12.69870968
388,1,60.39571429,28.70539171,15.76981567,12.93557604
389,1,60.39571429,28.70539171,15.76981567,12.93557604
390,1,61.42142857,28.70539171,15.76981567,12.93557604
393,1,107.84,28.74267281,16.09092166,12.65175115
394,1,107.84,28.63336406,16.07354839,12.55981567
395,1,107.84,28.63336406,16.07354839,12.55981567
396,1,107.84,28.63336406,16.07354839,12.55981567
397,1,100.7542857,28.63336406,16.07354839,12.55981567
398,1,100.7542857,28.63336406,16.07354839,12.55981567
399,1,93.70428571,28.28718894,15.75373272,12.53345622
400,1,93.70428571,28.28718894,15.75373272,12.53345622
401,1,111.6771429,28.18672811,15.639447,12.54728111
402,1,111.7614286,28.05142857,15.60046083,12.45096774
403,1,123.5014286,26.91483871,14.69336406,12.22147465
404,1,110.61,26.939447,14.72815668,12.21129032
405,1,118.0542857,26.26921659,14.62262673,11.64658986
406,1,127.5085714,25.32470046,15.26723502,10.05746544
407,1,118.1785714,25.82691244,14.23631336,11.59059908
408,1,105.0314286,26.22626728,14.12557604,12.10069124
409,1,126.41,25.39571429,13.36119816,12.03451613
410,1,112.15,24.78502304,13.86907834,10.9159447
411,1,126.7371429,24.77387097,13.91364055,10.86023041
412,1,145.8871429,27.78013825,16.89806452,10.88207373
413,1,183.0457143,24.86751152,15.89456221,8.972949309
414,1,150.8828571,30.37930876,19.77562212,10.60368664
415,1,173.5485714,30.55299539,20.38474654,10.16824885
425,1,60.39571429,28.47534562,15.77663594,12.69870968
426,1,60.39571429,28.70539171,15.76981567,12.93557604
427,1,60.39571429,28.70539171,15.76981567,12.93557604
428,1,61.42142857,28.70539171,15.76981567,12.93557604
429,1,61.42142857,28.84032258,16.01451613,12.82580645
430,1,92.68714286,28.74373272,16.12018433,12.62354839
431,1,92.68714286,28.74267281,16.09092166,12.65175115
432,1,92.68714286,28.74267281,16.09092166,12.65175115
433,1,92.68714286,28.74267281,16.09092166,12.65175115
434,1,92.68714286,28.74267281,16.09092166,12.65175115
435,1,107.84,28.74267281,16.09092166,12.65175115
436,1,107.84,28.74267281,16.09092166,12.65175115
437,1,107.84,28.74267281,16.09092166,12.65175115
438,1,107.84,28.74267281,16.09092166,12.65175115
439,1,102.81,28.23032258,15.53184332,12.69847926
440,1,114.2642857,28.13281106,15.58769585,12.54511521
441,1,85.24428571,28.64262673,15.65101382,12.9916129
442,1,110.7628571,28.16557604,15.88497696,12.28059908
443,1,111.9171429,27.66488479,15.91009217,11.75479263
444,1,100.6814286,27.46529954,15.59497696,11.87032258
445,1,112,27.08963134,14.16654378,12.92308756
446,1,121.88,26.07769585,14.09806452,11.97963134
447,1,116.6242857,25.47870968,13.81345622,11.66525346
448,1,125.66,24.77520737,13.55069124,11.22451613
449,1,127.4385714,24.15585253,13.78129032,10.37456221
450,1,163.1442857,24.35285714,13.94746544,10.40539171
451,1,151.3285714,27.60870968,17.82105991,9.78764977
452,1,142.5742857,30.07714286,19.40534562,10.67179724
453,1,124.7285714,28.30668203,17.97474654,10.33193548
454,1,145.5685714,31.81313364,21.23958525,10.57354839
455,1,132.6471429,31.68967742,21.24691244,10.44276498
463,1,4.107142857,32.11129032,15.13460829,16.97668203
464,1,60.39571429,28.77967742,15.77133641,13.00834101
465,1,60.39571429,28.77967742,15.77133641,13.00834101
466,1,60.39571429,28.77967742,15.77133641,13.00834101
467,1,61.42142857,28.91460829,16.01603687,12.89857143
468,1,67.56857143,28.91460829,16.01603687,12.89857143
469,1,105.6757143,28.84009852,16.01824885,12.82184967
470,1,105.6757143,28.8923105,16.02447005,12.86784046
471,1,105.6757143,28.83903861,15.98898618,12.85005244
472,1,104.3585714,28.81695853,16.0924424,12.72451613
473,1,104.3585714,28.81695853,16.0924424,12.72451613
474,1,92.68714286,28.81695853,16.0924424,12.72451613
475,1,92.68714286,28.81695853,16.0924424,12.72451613
476,1,92.68714286,28.81695853,16.0924424,12.72451613
477,1,94.82857143,28.81695853,16.0924424,12.72451613
478,1,109.0385714,28.52410138,15.44345622,13.08064516
479,1,120.9885714,28.56866359,16.2056682,12.36299539
480,1,103.35,28.74359447,15.6021659,13.14142857
481,1,103.2028571,28.55778802,15.09820276,13.45958525
482,1,110.9257143,27.81105991,15.41082949,12.40023041
483,1,115.0257143,27.41493088,14.35691244,13.05801843
484,1,117.4128571,25.59354839,13.73456221,11.85898618
485,1,122.5728571,26.28133641,13.50179724,12.77953917
486,1,115.5985714,24.77317972,13.33589862,11.43728111
487,1,129.6557143,24.1278341,13.53193548,10.59589862
488,1,139.71,26.10525346,15.37202765,10.73322581
489,1,162.8228571,24.37788018,15.17364055,9.204239631
490,1,99.95857143,31.32239631,20.39552995,10.92686636
491,1,112.8128571,31.68032258,21.07691244,10.60341014
492,1,103.0514286,31.6535023,21.19672811,10.45677419
493,1,130.98,28.86447005,21.25746544,7.607004608
501,1,3.264285714,32.01447005,15.05562212,16.95884793
502,1,3.264285714,32.34133641,15.12778802,17.21354839
503,1,60.39571429,28.77967742,15.77133641,13.00834101
504,1,60.39571429,28.77967742,15.77133641,13.00834101
505,1,60.39571429,28.91460829,16.01603687,12.89857143
506,1,67.56857143,28.91460829,16.01603687,12.89857143
507,1,76.68428571,28.65695853,15.87907834,12.77788018
508,1,76.68428571,28.81391705,15.70760369,13.10631336
509,1,101.53,28.8923105,16.02447005,12.86784046
510,1,101.53,28.8923105,16.02447005,12.86784046
511,1,101.53,28.8923105,16.02447005,12.86784046
512,1,101.53,28.8923105,16.02447005,12.86784046
513,1,101.53,28.83903861,15.98898618,12.85005244
514,1,112.66,28.83903861,15.98898618,12.85005244
515,1,108.2485714,28.83903861,15.98898618,12.85005244
516,1,101.4314286,29.64770221,16.27875576,13.36894645
517,1,56.43571429,28.99913078,15.69847926,13.30065152
518,1,85.75285714,28.7947529,15.72410138,13.07065152
519,1,89.70714286,28.57129668,15.00525346,13.56604322
520,1,102.7928571,27.29963134,14.29963134,13
521,1,123.1271429,27.35589862,14.33870968,13.01718894
522,1,104.9785714,26.40470046,13.33207373,13.07262673
523,1,110.7642857,26.35437788,13.31967742,13.03470046
524,1,133.15,24.21101382,12.90373272,11.30728111
525,1,166.2257143,24.40741935,13.09258065,11.31483871
526,1,139.9928571,26.35359447,15.50479263,10.84880184
527,1,119.1671429,28.25004608,17.67382488,10.5762212
528,1,97.49571429,30.43193548,19.3640553,11.06788018
529,1,97.38285714,31.4840553,21.00552995,10.47852535
530,1,112.1857143,30.1735023,20.7956682,9.377834101
531,1,131.3228571,28.85488479,21.28792627,7.566958525
539,1,3.264285714,32.24451613,15.04880184,17.19571429
540,1,3.264285714,32.24451613,15.04880184,17.19571429
541,1,3.264285714,32.34133641,15.12778802,17.21354839
542,1,60.39571429,28.77967742,15.77133641,13.00834101
543,1,60.39571429,28.91460829,16.01603687,12.89857143
544,1,66.54285714,28.91460829,16.01603687,12.89857143
545,1,79.49428571,28.69958525,15.84184332,12.85774194
546,1,77.21571429,28.68654378,15.61654378,13.07
547,1,77.21571429,28.81391705,15.70760369,13.10631336
548,1,80.99428571,28.83728111,15.76041475,13.07686636
549,1,96.59857143,28.8923105,16.02447005,12.86784046
550,1,96.59857143,28.8923105,16.02447005,12.86784046
551,1,102.7857143,28.8923105,16.02447005,12.86784046
552,1,102.7857143,28.8406976,16.01451613,12.82618147
553,1,102.7857143,29.7009741,16.31423963,13.38673447
554,1,111.0928571,29.7009741,16.31423963,13.38673447
555,1,107.66,29.40724138,15.42806452,13.97917686
556,1,105.0642857,28.88161926,15.6483871,13.23323216
557,1,90.54714286,28.94429207,15.71460829,13.22968378
558,1,95.25428571,27.08525981,13.66271889,13.42254092
559,1,106.81,27.03608295,13.83723502,13.19884793
560,1,102.7471429,25.3635023,13.07552995,12.28797235
561,1,110.23,26.73866359,15.00368664,11.73497696
562,1,150.7028571,27.80124424,15.25967742,12.54156682
563,1,98.59714286,27.89451613,15.92479263,11.9697235
564,1,127.1471429,27.01894009,15.3375576,11.68138249
565,1,106.9871429,25.88976959,16.24506912,9.644700461
566,1,117.4585714,30.45382488,19.72668203,10.72714286
567,1,97.83285714,31.58364055,20.13788018,11.44576037
568,1,114.81,30.1735023,20.7956682,9.377834101
569,1,114.81,30.1735023,20.7956682,9.377834101
570,1,4.195714286,32.58050691,15.50986175,17.07064516
571,1,4.195714286,32.58050691,15.50986175,17.07064516
572,1,4.195714286,32.58050691,15.50986175,17.07064516
573,1,4.195714286,32.58050691,15.50986175,17.07064516
574,1,4.195714286,32.58050691,15.50986175,17.07064516
575,1,4.161428571,32.01447005,15.05562212,16.95884793
576,1,4.161428571,32.01447005,15.05562212,16.95884793
577,1,3.264285714,32.24451613,15.04880184,17.19571429
578,1,3.264285714,32.24451613,15.04880184,17.19571429
579,1,3.264285714,32.24451613,15.04880184,17.19571429
580,1,3.264285714,32.34133641,15.12778802,17.21354839
581,1,62.46285714,28.91460829,16.01603687,12.89857143
582,1,66.54285714,28.91460829,16.01603687,12.89857143
583,1,69.64285714,28.69958525,15.84184332,12.85774194
584,1,77.70142857,28.65695853,15.87907834,12.77788018
585,1,77.21571429,28.69285714,15.63709677,13.05576037
586,1,77.21571429,28.81391705,15.70760369,13.10631336
587,1,77.21571429,28.83728111,15.76041475,13.07686636
588,1,87.18142857,28.83728111,15.76041475,13.07686636
589,1,102.7857143,28.8406976,16.01451613,12.82618147
590,1,102.7857143,28.8406976,16.01451613,12.82618147
591,1,102.7857143,29.35724138,16.06470046,13.29254092
592,1,98.33,29.35724138,16.06470046,13.29254092
593,1,98.33,29.33866995,16.05847926,13.28019069
594,1,111.6828571,29.34152709,15.23299539,14.1085317
595,1,90.56142857,28.79208009,14.98041475,13.81166534
596,1,103.2271429,26.59000636,13.63428571,12.95572064
597,1,92.69857143,26.55180359,13.24207373,13.30972986
598,1,111.8528571,26.30815668,13.41336406,12.89479263
599,1,127.2642857,26.28119816,13.42290323,12.85829493
600,1,150.3728571,27.34870968,15.6578341,11.69087558
601,1,135.3285714,27.13202765,15.26198157,11.87004608
602,1,111.4371429,25.14225806,15.41096774,9.731290323
603,1,128.6428571,26.38639478,15.88945008,10.4969447
604,1,94.43857143,30.1478341,20.10585253,10.04198157
605,1,103.6871429,30.35253456,20.84073733,9.511797235
606,1,132.3828571,29.37516129,19.90829493,9.466866359
608,1,4.195714286,32.58050691,15.50986175,17.07064516
609,1,4.195714286,32.58050691,15.50986175,17.07064516
610,1,4.195714286,32.58050691,15.50986175,17.07064516
611,1,4.195714286,32.58050691,15.50986175,17.07064516
612,1,4.195714286,32.58050691,15.50986175,17.07064516
613,1,4.161428571,32.01447005,15.05562212,16.95884793
614,1,4.161428571,32.01447005,15.05562212,16.95884793
615,1,3.264285714,32.24451613,15.04880184,17.19571429
616,1,3.264285714,32.24451613,15.04880184,17.19571429
617,1,3.264285714,32.24451613,15.04880184,17.19571429
618,1,3.264285714,32.24451613,15.04880184,17.19571429
619,1,5.331428571,29.45193548,15.92036866,13.53156682
620,1,66.54285714,28.91460829,16.01603687,12.89857143
621,1,69.64285714,28.91460829,16.01603687,12.89857143
622,1,77.19857143,28.73059908,15.89930876,12.83129032
623,1,77.70142857,28.62898618,15.63036866,12.99861751
624,1,77.21571429,28.67829493,15.61990783,13.0583871
625,1,83.40285714,28.69285714,15.63709677,13.05576037
626,1,83.40285714,28.7856682,15.75046083,13.03520737
627,1,82.15142857,29.63930876,14.71880184,14.92050691
628,1,82.15142857,29.63930876,14.71880184,14.92050691
629,1,67.04142857,29.69433815,14.98285714,14.71148101
630,1,98.52571429,29.35724138,16.06470046,13.29254092
631,1,98.16428571,29.33866995,16.05847926,13.28019069
632,1,101.0742857,28.79972986,14.93050691,13.86922295
633,1,100.4114286,28.75115843,14.89958525,13.85157318
634,1,123.43,25.94217225,13.63156682,12.31060543
635,1,128.3385714,25.62931511,13.43576037,12.19355474
636,1,127.5171429,27.41373908,13.80640553,13.60733355
637,1,159.2657143,30.20447005,15.08087558,15.12359447
638,1,129.4171429,29.02585253,16.20078341,12.82506912
639,1,138.2071429,26.43105991,15.99751152,10.43354839
640,1,151.0928571,26.43773118,15.65401229,10.78371889
641,1,86.61,26.66570353,15.97350538,10.69219816
642,1,103.1185714,30.58912442,19.79668203,10.7924424
643,1,118.7757143,30.50898618,21.24129032,9.267695853
644,1,133.1785714,28.29133641,21.26202765,7.029308756
646,1,4.195714286,32.58050691,15.50986175,17.07064516
647,1,4.195714286,32.58050691,15.50986175,17.07064516
648,1,4.195714286,32.58050691,15.50986175,17.07064516
649,1,4.195714286,32.58050691,15.50986175,17.07064516
650,1,4.195714286,32.58050691,15.50986175,17.07064516
651,1,4.161428571,32.01447005,15.05562212,16.95884793
652,1,4.161428571,32.01447005,15.05562212,16.95884793
653,1,3.264285714,32.24451613,15.04880184,17.19571429
654,1,3.264285714,32.24451613,15.04880184,17.19571429
655,1,3.264285714,32.24451613,15.04880184,17.19571429
656,1,5.331428571,32.24451613,15.04880184,17.19571429
657,1,5.331428571,32.379447,15.2935023,17.0859447
658,1,11.69142857,29.45193548,15.92036866,13.53156682
659,1,69.64285714,29.10290323,16.28635945,12.81654378
660,1,58.93,28.73059908,15.89930876,12.83129032
661,1,62.61571429,28.64239631,15.8618894,12.78050691
662,1,63.39428571,29.4597235,14.57829493,14.88142857
663,1,63.39428571,29.4597235,14.57829493,14.88142857
664,1,107.5628571,29.48013825,14.54387097,14.93626728
665,1,107.5628571,29.58917051,14.70986175,14.87930876
666,1,111.3414286,29.63635945,14.74640553,14.88995392
667,1,111.3414286,29.63912442,14.68437788,14.95474654
668,1,85.68142857,29.63912442,14.68437788,14.95474654
669,1,121.0514286,29.69415382,14.94843318,14.74572064
670,1,122.9757143,27.23756396,13.3135023,13.92406166
671,1,143.8371429,27.6588082,13.40511521,14.25369299
672,1,155.0171429,26.88254092,13.80225806,13.08028285
673,1,166.7042857,19.59452249,8.508663594,11.08585889
674,1,128.7857143,25.94673447,14.54737327,11.39936119
675,1,136.2557143,30.89590497,15.62608295,15.26982202
676,1,130.7457143,27.27382488,15.68235023,11.59147465
677,1,126.0557143,29.16525346,16.59953917,12.56571429
678,1,106.2328571,25.96723502,15.38912442,10.5781106
679,1,129.3685714,27.82557604,17.96142857,9.864147465
680,1,101.3885714,29.86668203,20.70165899,9.165023041
681,1,112.3042857,28.24668203,21.490553,6.756129032
685,1,4.195714286,32.58050691,15.50986175,17.07064516
686,1,4.195714286,32.58050691,15.50986175,17.07064516
687,1,4.195714286,32.58050691,15.50986175,17.07064516
688,1,4.195714286,32.58050691,15.50986175,17.07064516
689,1,4.161428571,32.01447005,15.05562212,16.95884793
690,1,4.161428571,32.01447005,15.05562212,16.95884793
691,1,3.264285714,32.24451613,15.04880184,17.19571429
692,1,3.264285714,32.24451613,15.04880184,17.19571429
693,1,3.264285714,32.24451613,15.04880184,17.19571429
694,1,5.331428571,32.24451613,15.04880184,17.19571429
695,1,9.411428571,32.379447,15.2935023,17.0859447
696,1,12.51142857,32.379447,15.2935023,17.0859447
697,1,56.5,29.90474654,15.21032258,14.69442396
698,1,54.16,29.68364055,15.18262673,14.50101382
699,1,58.93,29.5324424,14.82327189,14.70917051
700,1,61.45142857,29.44737327,14.55460829,14.89276498
701,1,65.03142857,29.45953917,14.54387097,14.9156682
702,1,65.03142857,29.45953917,14.54387097,14.9156682
703,1,94.9,29.48013825,14.54387097,14.93626728
704,1,94.9,29.57460829,14.69267281,14.88193548
705,1,112.9785714,29.62179724,14.72921659,14.89258065
706,1,90.80142857,29.63635945,14.74640553,14.88995392
707,1,113.16,29.63912442,14.68437788,14.95474654
708,1,126.9957143,29.54046719,14.70539171,14.83507548
709,1,134.3157143,27.84954553,14.39682028,13.45272525
710,1,145.9828571,27.06761004,14.38576037,12.68184967
711,1,120.7642857,24.54203401,11.74373272,12.79830129
712,1,134.4842857,26.05484507,12.40308756,13.65175751
713,1,221.7085714,24.8497235,13.91705069,10.93267281
714,1,153.4485714,26.0881106,13.49612903,12.59198157
715,1,210.3257143,27.49479263,15.91470046,11.58009217
716,1,123.3785714,26.0697235,15.90013825,10.16958525
717,1,141.7371429,28.47470046,20.26059908,8.214101382
718,1,114.7814286,28.98760369,20.22082949,8.766774194
723,1,4.195714286,32.58050691,15.50986175,17.07064516
724,1,4.195714286,32.58050691,15.50986175,17.07064516
725,1,4.195714286,32.58050691,15.50986175,17.07064516
726,1,4.195714286,32.58050691,15.50986175,17.07064516
727,1,4.195714286,32.58050691,15.50986175,17.07064516
728,1,4.161428571,32.01447005,15.05562212,16.95884793
729,1,3.264285714,32.24451613,15.04880184,17.19571429
730,1,3.264285714,32.24451613,15.04880184,17.19571429
731,1,3.264285714,32.24451613,15.04880184,17.19571429
732,1,5.331428571,32.53543779,15.23341014,17.30202765
733,1,9.411428571,32.379447,15.2935023,17.0859447
734,1,12.51142857,32.379447,15.2935023,17.0859447
735,1,17.88571429,30.44917051,14.7902765,15.65889401
736,1,54.16,29.70953917,15.22276498,14.48677419
737,1,58.93,29.58336406,15.01626728,14.56709677
738,1,61.45142857,29.43156682,14.8416129,14.58995392
739,1,61.45142857,29.44737327,14.55460829,14.89276498
740,1,64.52857143,29.45953917,14.54387097,14.9156682
741,1,73.42714286,29.45953917,14.54387097,14.9156682
742,1,81.23,29.48013825,14.54387097,14.93626728
743,1,75.99285714,29.57460829,14.69267281,14.88193548
744,1,69.84714286,29.57460829,14.69267281,14.88193548
745,1,91.80857143,28.65382488,14.70142857,13.95239631
746,1,90.30142857,29.49368664,14.83147465,14.66221198
747,1,115.3557143,27.86672811,14.36087558,13.50585253
748,1,122.2671429,27.30562212,13.7559447,13.54967742
749,1,125.1971429,24.17866359,11.63654378,12.54211982
750,1,153.9185714,25.34152074,12.44557604,12.8959447
751,1,216.6428571,23.86327189,12.53018433,11.33308756
752,1,161.9342857,26.80728111,14.91198157,11.89529954
753,1,115.5742857,26.45319783,16.23622449,10.21697334
754,1,100.7214286,25.1578341,17.53525346,7.622580645
755,1,110.4585714,27.63364055,20.11382488,7.519815668
761,1,5.39,32.58050691,15.50986175,17.07064516
762,1,4.195714286,32.58050691,15.50986175,17.07064516
763,1,4.195714286,32.58050691,15.50986175,17.07064516
764,1,4.195714286,32.58050691,15.50986175,17.07064516
765,1,4.195714286,32.58050691,15.50986175,17.07064516
766,1,4.161428571,32.01447005,15.05562212,16.95884793
767,1,3.264285714,32.24451613,15.04880184,17.19571429
768,1,3.264285714,32.24451613,15.04880184,17.19571429
769,1,5.331428571,32.24451613,15.04880184,17.19571429
770,1,5.331428571,32.53543779,15.23341014,17.30202765
771,1,9.411428571,32.379447,15.2935023,17.0859447
772,1,12.51142857,32.62695853,15.63087558,16.99608295
773,1,17.88571429,29.95792627,14.50912442,15.44880184
774,1,15.54571429,29.68119816,14.54313364,15.13806452
775,1,46.41714286,29.68364055,15.18262673,14.50101382
776,1,52.34857143,29.49861751,14.89281106,14.60580645
777,1,54.87,29.44737327,14.55460829,14.89276498
778,1,64.22142857,29.45953917,14.54387097,14.9156682
779,1,64.22142857,29.73631336,13.97580645,15.76050691
780,1,76.19714286,29.73631336,13.97580645,15.76050691
781,1,84,29.75691244,13.97580645,15.78110599
782,1,82.79428571,28.60663594,14.66488479,13.94175115
783,1,86.61285714,28.60663594,14.66488479,13.94175115
784,1,102.1285714,28.28009217,14.26682028,14.01327189
785,1,115.7071429,28.47548387,14.83580645,13.63967742
786,1,113.2371429,27.40686636,13.56,13.84686636
